NM_170263	NM_170263:s:26259802-26259835	-0.818755639243829;0.8187556342843683	0.06781722916337726;-0.06781724967742693	-0.8865728684072063;0.8865728839617952
NM_001272325	NM_001272325:s:5641523-5641561	-0.1297635761041969;0.04682749787639524;0.08198739332041671	0.7455746650552743;0.049216135055662955;-0.7973346029703594	-0.8753382411594711;-0.0023886371792677177;0.8793219962907761
NM_168366	NM_168366:s:9735970-9735992	2.3427307387153154e-05;0.43607156300033395;-0.4486214859709139	-4.3975173068789576e-07;-0.4157949333157308;0.4262484516935989	2.3867059117841048e-05;0.8518664963160647;-0.8748699376645128
NM_001202305	NM_001202305:t:16569034-16569061	-0.8054278718983979;0.7433896261770319;0.071835177378888	-0.006742901736060514;-0.1264725022913575;0.11560297568013511	-0.7986849701623374;0.8698621284683894;-0.04376779830124711
NM_001299720	NM_001299720:s:20874695-20874757	0.4286221090895169;-0.428622129472893	-0.43574502105092755;0.43574494274505254	0.8643671301404445;-0.8643670722179455
NM_001144660	NM_001144660:s:31361119-31362358	0.02686185011841196;-0.6538834647891506;0.6351793723693824;0.006818652645195211	0.003963294002479441;0.1872031160305883;-0.11978301640978782;-0.03712143076698386	0.02289855611593252;-0.841086580819739;0.7549623887791702;0.04394008341217907
NM_001300421	NM_001300421:s:15957589-15957919	-0.41936917253481565;0.41936925422203997	0.42018561763182366;-0.4201856331684164	-0.8395547901666394;0.8395548873904564
NM_001298512	NM_001298512:t:19506483-19509350	0.04992374024411593;-0.528885112728672;0.010545388173839074;0.45259406668789	-0.1044441347975286;0.2917083756082786;-0.06000974512462752;-0.041853681156832134	0.15436787504164454;-0.8205934883369506;0.07055513329846659;0.4944477478447221
NM_001259258	NM_001259258:s:7640117-7640617	-0.38441414515953753;0.3844141427214166	0.43091458611371475;-0.4309145690964261	-0.8153287312732522;0.8153287118178427
NM_142649	NM_142649:s:20677266-20677351	-0.6517026723263923;0.6517027229100629	0.1578643840595837;-0.15786438905450814	-0.809567056385976;0.8095671119645711
NM_165923	NM_165923:s:12612740-12612851	-0.5915839045567375;-0.10898686193509347;-0.055176959986667655;-0.0004839955057078825;-6.234519717579033e-08;0.7900478777507687	0.11820619641221372;-0.12736645775905686;-1.5150493753201562e-24;-1.5150493753201562e-24;-1.5150493753201562e-24;0.00016492609230974592	-0.7097901009689512;0.018379595823963396;-0.055176959986667655;-0.0004839955057078825;-6.234519717579033e-08;0.7898829516584589
NM_170275	NM_170275:s:26536350-26536910	-0.07253688188908103;1.8714981023594985e-07;0.6448086304271786;-0.5124693686020066;0.005648552337201593;-0.0019883352279082586	0.004514793521134465;0.00012918348172419049;-0.14087500840288558;0.08910098065406702;0.05458186208198831;-0.01638313950034361	-0.07705167541021549;-0.00012899633191395453;0.7856836388300642;-0.6015703492560737;-0.04893330974478671;0.014394804272435353
NM_001274341	NM_001274341:s:1635186-1635237	0.10942575908516312;0.011331055975141724;0.009811385644724835;-0.9743062979307336;0.743969839570452	0.2095093146113975;2.7447665015364265e-05;-0.6243791614922043;-0.1946482976865741;0.6243862978265478	-0.10008355552623437;0.01130360831012636;0.6341905471369291;-0.7796580002441595;0.11958354174390429
NM_139424	NM_139424:t:1958001-1958783	0.8088171122010008;-0.8088170889899141	0.030639777350285405;-0.030639741017514585	0.7781773348507154;-0.7781773479723996
NM_001015119	NM_001015119:t:927356-927827	-0.004428917350687395;-0.30967469186578717;-0.23028009454422288;0.0003948761844277184;-0.07462775282186955;0.000718358489390079;-0.004201358347373322;-0.000235350732114334;0.6850820440283317	0.017835767599209285;0.02495347962550204;0.05426852052284889;1.7509703936341877e-06;-1.5150493753201562e-24;-0.0017450410105550724;-1.5150493753201562e-24;0.001270743516775279;-0.08424743412786129	-0.022264684949896682;-0.3346281714912892;-0.28454861506707174;0.0003931252140340842;-0.07462775282186955;0.0024633994999451515;-0.004201358347373322;-0.001506094248889613;0.769329478156193
NM_001169971	NM_001169971:s:14622796-14623033	0.3379519074841483;0.2968961712870249;-1.0033589661727849;-0.008057338010784626;3.7708859456178154e-05;0.4178279110617114;-0.06245206757703335	-0.266759718660284;-0.030910807660645356;-0.23953271157137712;-0.0006576660657279163;0.6814027256952979;-0.0515423934151832;-0.018349021845171107	0.6047116261444323;0.32780697894767025;-0.7638262546014077;-0.007399671945056709;-0.6813650168358417;0.4693703044768946;-0.044103045731862245
NM_001259479	NM_001259479:s:18522517-18522720	0.3244573942783615;-0.32445735365210593	-0.43142727663034675;0.4314272500811591	0.7558846709087083;-0.755884603733265
NM_001259764	NM_001259764:s:9340454-9340593	-0.01993845382842704;-0.10493095280522458;-0.013696206526313648;-0.3922299543161341;0.5783055104928432	0.014483676456525589;0.03368681274328019;0.08338456014277654;-0.006513456455150543;-0.17265338118787946	-0.034422130284952626;-0.13861776554850477;-0.09708076666909018;-0.38571649786098355;0.7509588916807226
NM_165745	NM_165745:t:10104256-10104409	-0.08868244516591284;-0.038829744036484266;0.5816929458859252;-0.03864565447183871;-0.3074367903815351	0.23261361103514888;0.08179234710077013;-0.16891579329840234;-0.020166594018948936;-0.14448662545068144	-0.3212960562010617;-0.12062209113725439;0.7506087391843276;-0.018479060452889773;-0.16295016493085365
NM_001260041	NM_001260041:s:7845386-7846298	0.5827455966592694;-0.5827455253256888	-0.16325125298062307;0.16325128954700716	0.7459968496398924;-0.745996814872696
NM_001103740	NM_001103740:t:7648297-7648510	-0.2831948522705682;-0.03855199707591683;0.31396920698367603	0.45078000267128027;-0.00440061415587323;-0.43063144083968563	-0.7339748549418484;-0.034151382920043605;0.7446006478233617
NM_001169723	NM_001169723:t:18423968-18424251	-0.4990914132847274;0.5344359465065263;-0.0027664359639542335	0.2402224223612863;-0.18316091760925465;-0.0352619801548758	-0.7393138356460137;0.7175968641157809;0.032495544190921564
NM_141009	NM_141009:t:20844332-20844548	-0.39825379701424135;0.32558182430764004;0.032792390538070045;3.281324978114359e-09;-0.0026144867652076464	0.3374060665371504;-0.31777320428787253;-0.018386543026840996;0.001114633411933215;0.0008244399709858852	-0.7356598635513918;0.6433550285955125;0.051178933564911044;-0.001114630130608237;-0.0034389267361935316
NM_001169374	NM_001169374:s:744084-744395	-0.0034734958131647686;0.00023032774700500387;3.43220901712107e-06;0.015378835154649129;0.0020652506214732915;0.5982025992832672;-0.3744302930994402;0.17083397973194575;-0.0036296251561972978;0.0013310287277626936;-0.5635512671807578	0.0003406794065807228;1.3377050656415996e-05;0.0005930321012804179;-0.020808752296289063;-0.026922310611330894;-0.05660065611715635;-0.039091921326900925;0.0049066728725528225;-0.05005995558282357;-0.014398730293163117;0.16952854767125458	-0.0038141752197454913;0.00021695069634858788;-0.0005895998922632969;0.03618758745093819;0.028987561232804184;0.6548032554004236;-0.3353383717725393;0.16592730685939294;0.046430330426626275;0.015729759020925813;-0.7330798148520123
NM_001169740	NM_001169740:s:19462880-19463419	0.010877892635729882;0.0028590752760138368;0.6585357527600866;0.0783135258242352;5.565091444536527e-07;1.5967780353111124e-06;4.755952351487007e-07;3.543459358265542e-05;0.00029482536684355436;-9.645082584232627e-07;4.59273930977279e-07;-9.483478527866786e-05;-0.8276949126026601	-0.02794474117341177;0.0017627869419395467;0.0778708521905505;0.005719423241840857;-3.2784607621275383e-09;4.010345388649464e-07;-3.4498956896350965e-07;0.004503786686176752;-0.0047251933184290175;1.4655382313522906e-06;-3.243071361316003e-09;1.088846792786405e-05;-0.09774925570757187	0.03882263380914165;0.00109628833407429;0.5806649005695361;0.07259410258239435;5.597876052157802e-07;1.195743496446166e-06;8.205848041122103e-07;-0.0044683520925940965;0.0050200186852725716;-2.4300464897755535e-06;4.6251700233859503e-07;-0.00010572325320653192;-0.7299456568950883
NM_001275758	NM_001275758:s:17904947-17905550	0.1923143015483485;-0.5917101408328658;0.34958919322058357	-0.11441210164130275;0.13350831197034835;-0.027741163492094156	0.3067264031896513;-0.7252184528032142;0.37733035671267773
NM_001104069	NM_001104069:t:7656271-7661506	0.283158901315411;3.087593106498297e-06;-0.2967093224200996	-0.40274313991669597;-9.540441309442172e-07;0.4280429550852459	0.685902041232107;4.041637237442514e-06;-0.7247522775053455
NM_001104243	NM_001104243:s:8938758-8938888	-0.2627102807422791;0.26271024115180397	0.4576605570670687;-0.4576605766295362	-0.7203708378093479;0.7203708177813402
NM_141589	NM_141589:s:8938814-8938888	-0.2627102807422791;0.26271024115180397	0.4576605570670687;-0.4576605766295362	-0.7203708378093479;0.7203708177813402
NM_167549	NM_167549:s:16816879-16817134	-0.5615644532866307;0.5615644163474148	0.15876757901312086;-0.15876758199403015	-0.7203320322997516;0.720331998341445
NM_001259383	NM_001259383:t:13882401-13882547	-0.2993082023947386;-0.11859916364224997;0.47959348945151653	0.10923175056555443;0.06539696539967149;-0.23274864908090426	-0.408539952960293;-0.18399612904192147;0.7123421385324208
NM_001299635	NM_001299635:t:18155892-18156165	0.010944399104195835;-0.5620959204446266;0.0023587659962113453;0.5312147884585942	-0.044614565661709425;0.15018643862969078;-0.028631077385478935;0.005145840755992059	0.05555896476590526;-0.7122823590743175;0.03098984338169028;0.5260689477026022
NM_001272328	NM_001272328:s:5641523-5642026	-0.4629151505355956;0.009667079998173622;0.32193393449674723;0.0863345250088057	0.24867167464844786;0.04633757650463799;0.2518471308695489;-0.48453214580691	-0.7115868251840435;-0.03667049650646437;0.07008680362719832;0.5708666708157157
NM_001103575	NM_001103575:s:38535-38731	-0.0075613006202610794;0.6798355310962825;-0.605988294295518;-0.02482318445251873	-3.697047049491596e-06;-0.030294320570783267;-0.006078213047380182;0.014687324332919716	-0.007557603573211588;0.7101298516670658;-0.5999100812481378;-0.03951050878543844
NM_001169316	NM_001169316:t:17904610-17904652	-0.0718452029461077;6.689525521444208e-05;0.6107181527349974;-0.49102203313183557	-0.003995582654362867;-0.0010056960510351658;-0.09794223949386002;0.09910333285030004	-0.06784962029174484;0.0010725913062496078;0.7086603922288575;-0.5901253659821356
NM_078540	NM_078540:t:9154380-9154685	0.10428353263260765;0.31778084224506586;-0.07447002583556928;-0.3528470840318975	-0.13266186769068933;-0.23656152397832533;0.010631919680505387;0.35534070765552006	0.23694540032329697;0.5543423662233912;-0.08510194551607467;-0.7081877916874175
NM_001260393	NM_001260393:s:26598577-26598712	1.0841150655484571e-05;0.03154283463057683;-0.03304513269467216	0.15912690609728464;0.6023461431260821;-0.7396826879829728	-0.15911606494662917;-0.5708033084955053;0.7066375552883006
NM_169688	NM_169688:s:15955087-15955205	0.2849831000361371;-0.2972561541165559;0.030647745302012294	-0.32951593163386705;0.40097523153632597;-0.0652613396144024	0.6144990316700041;-0.6982313856528819;0.0959090849164147
NM_168366	NM_168366:t:9734012-9735297	-0.5227650563103892;0.33196486006135695;0.11872325454780058;0.001206019714178946;3.95652358709648e-24;0.062459894799977156	0.17168728849420178;-0.1467219817534441;0.044259291040933;-1.8791548603903963e-06;-1.5150493753201562e-24;-0.06580038663465688	-0.694452344804591;0.47868684181480103;0.07446396350686758;0.0012078988690393364;5.471572962416636e-24;0.12826028143463403
NM_001298639	NM_001298639:s:2779174-2782839	0.0021646164885005905;1.5676816459220833e-07;-0.01651621601395838;1.5666142798972762e-09	5.010353112456961e-09;0.0015443656824923008;0.6773604586546764;-0.6670752904751263	0.002164611478147478;-0.0015442089143277086;-0.6938766746686348;0.6670752920417405
NM_078669	NM_078669:t:17930586-17930776	-0.5714188492046792;-0.0937993429703306;0.752646891577556	-0.10184570678572913;0.017976607032926865;0.06403034903263116	-0.4695731424189501;-0.11177595000325746;0.6886165425449249
NM_001272973	NM_001272973:s:2109726-2109878	-0.0698145365604895;0.27031913809748626;-0.0816106773877561;-0.07432699589394201;-0.02168151517296586;2.055220198868778e-05	0.0706255770759534;0.6255153903963346;-0.12284125410541033;0.11624311970003517;-0.045202831152373994;-0.6829698831002854	-0.1404401136364429;-0.3551962522988484;0.04123057671765423;-0.19057011559397719;0.023521315979408135;0.6829904353022741
NM_142068	NM_142068:t:14023646-14023894	-0.626166574109089;0.002205791020436426;0.3064573538188517;0.26173421857673324;0.00042905636147080254	0.05433983646554155;-0.022237372776990266;-0.02317578775164795;-0.03921909645164977;0.027292891614467765	-0.6805064105746306;0.02444316379742669;0.32963314157049967;0.300953315028383;-0.026863835252996963
NM_135889	NM_135889:t:14993899-14994035	-0.4838880973109561;-0.0013130324153023578;-0.20663850539028883;0.7197965216191519	-0.020304115406376493;-0.021541315334959305;-0.006270056518038372;0.03957411258086378	-0.4635839819045796;0.020228282919656948;-0.20036844887225047;0.6802224090382881
NM_001273559	NM_001273559:s:16250081-16250158	-0.6603996111222523;0.15808606421746108;-9.892627447609495e-06;0.4891694905058374	0.018661323836773228;-0.04939592584092817;-0.010335855451786242;0.07061049627103333	-0.6790609349590255;0.20748199005838924;0.010325962824338633;0.4185589942348041
NM_164321	NM_164321:s:4240589-4240714	-1.0486863087090838e-05;0.6720013323134421;-0.65569759543435	1.4245102146304033e-08;-0.0067316493940283205;0.009899971970029061	-1.0501108189237142e-05;0.6787329817074704;-0.665597567404379
NM_001300421	NM_001300421:t:15959320-15962124	-0.29284342063532826;0.04411369277308221;-0.000323996050723252;0.22342139676387296	0.38064642875357335;-0.1249558347689516;-0.15214642925653132;-0.09965810966980052	-0.6734898493889017;0.1690695275420338;0.15182243320580807;0.32307950643367345
NM_001144240	NM_001144240:s:19174882-19175308	-0.3497170878430365;0.5474424959663008;-0.04943820875375737;-0.050760582912986574	0.12430121270178404;-0.12327724570365439;0.0038829542560612786;-0.038923621671265396	-0.4740183005448205;0.6707197416699552;-0.05332116300981865;-0.011836961241721178
NM_175959	NM_175959:t:4474332-4475410	-0.00012642788186868235;-1.2319081977880295e-07;-1.2319081977880295e-07;-2.8247001235006183e-05;-1.2319081977880295e-07;-1.2319081977880295e-07;0.081851434646019;1.4078967530268152e-07;0.05651144249667965;-0.7478221316802247;-1.2319081977880295e-07;0.2518529699991199;-1.2319081977880295e-07;-1.2319081977880295e-07;2.5610586652428205e-05;0.33221153281373494	2.8596852457550807e-07;1.0542775860299645e-08;-1.5150493753201562e-24;-7.83474976756429e-06;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.041992844685088765;-6.110724899433275e-06;-0.0341842691510075;-0.0773452034137769;-1.5150493753201562e-24;-0.0035997608083495336;0.12348247069931893;1.5074684145325407e-05;1.2430205150082627e-08;0.040340364400035356	-0.00012671385039325785;-1.337335956391026e-07;-1.2319081977880295e-07;-2.0412251467441895e-05;-1.2319081977880295e-07;-1.2319081977880295e-07;0.12384427933110777;6.251514574735956e-06;0.09069571164768715;-0.6704769282664478;-1.2319081977880295e-07;0.25545273080746944;-0.12348259389013871;-1.519787496510421e-05;2.5598156447278124e-05;0.2918711684136996
NM_169566	NM_169566:t:na-14023894	-0.6171952884367489;0.3069681875337824;0.2621338940985696;0.0005119832479903176	0.04227755530096926;-0.022155465650007238;-0.04493805382129401;0.02929079761938414	-0.6594728437377181;0.32912365318378967;0.3070719479198636;-0.028778814371393825
NM_132015	NM_132015:s:5672480-5672522	-0.016789848127934617;-0.2002179573312809;0.20783284142271177	-0.23852405643048125;0.45738451398413693;-0.22596754470395197	0.22173420830254664;-0.6576024713154178;0.4338003861266637
NM_001297971	NM_001297971:s:5672401-5672522	-0.016789848127934617;-0.2002179573312809;0.20783284142271177	-0.23852405643048125;0.45738451398413693;-0.22596754470395197	0.22173420830254664;-0.6576024713154178;0.4338003861266637
NM_058102	NM_058102:s:1723580-1723705	-0.022015929567507597;-0.6150340694268736;0.6330149989788094	-0.03288630347613139;0.03542705885631483;0.0001352700152779906	0.010870373908623793;-0.6504611282831884;0.6328797289635314
NM_001169447	NM_001169447:s:9256816-9257413	6.29385851083588e-05;-5.434004341148984e-05;-0.5498493084502577;-0.07014774434214917;-0.012239209440645105;0.3501272758319118;0.42261643361496637;-0.0012286805218506343	-0.00010490891948113422;0.0004015444252970089;-0.28487810482081877;0.03878820012833292;4.215369570544546e-05;-0.28051427594048917;0.4340440731588071;0.015267744463778538	0.000167847504589493;-0.00045588446870849876;-0.26497120362943893;-0.10893594447048209;-0.01228136313635055;0.6306415517724009;-0.01142763954384074;-0.01649642498562917
NM_001259021	NM_001259021:s:9256940-9257413	6.29385851083588e-05;-5.434004341148984e-05;-0.5498493084502577;-0.07014774434214917;-0.012239209440645105;0.3501272758319118;0.42261643361496637;-0.0012286805218506343	-0.00010490891948113422;0.0004015444252970089;-0.28487810482081877;0.03878820012833292;4.215369570544546e-05;-0.28051427594048917;0.4340440731588071;0.015267744463778538	0.000167847504589493;-0.00045588446870849876;-0.26497120362943893;-0.10893594447048209;-0.01228136313635055;0.6306415517724009;-0.01142763954384074;-0.01649642498562917
NM_001259784	NM_001259784:t:11179530-11179716	0.4059012387960289;-0.5870909586305063;0.1262938884118915	-0.04746715210546837;0.043210610810701294;-0.029010371713656835	0.4533683909014973;-0.6303015694412076;0.15530426012554832
NM_080280	NM_080280:s:4295539-4295700	3.41115746475651e-06;-0.34183789130337716;0.34152855513904773	-0.07207887447119263;-0.8816918731831814;0.9676864697128289	0.07208228562865739;0.5398539818798043;-0.6261579145737812
NM_164702	NM_164702:t:6708287-6708578	-0.35686233670348644;0.67222562567957;-0.3606496340402643;-0.07447498147852828;-0.012513088083198051;0.15354009913676808	0.08897725196834735;0.04620501441133436;0.07561251745878503;0.013340676341237236;-0.033541970432106216;-0.13688883815787545	-0.4458395886718338;0.6260206112682356;-0.43626215149904934;-0.08781565781976552;0.021028882348908165;0.29042893729464353
NM_001298884	NM_001298884:t:10753304-10754014	0.6255436403391755;0.001651672101848235;-0.0922074779348813;-0.0006664431914201717;-0.43232349536439396;-3.514607903285446e-07;-0.06678926090507313;-0.05109799351095046	0.0003893294408528064;0.00033698215389034794;0.02324079520499349;0.0379606123977179;0.027737569258397432;-0.0045138466027335455;-0.023250113330490603;-0.12465660045569765	0.6251543108983227;0.001314689947957887;-0.11544827313987478;-0.03862705558913807;-0.4600610646227914;0.004513495141943217;-0.04353914757458253;0.0735586069447472
NM_136644	NM_136644:t:9437420-9437732	-0.19446290317941395;-0.04281733115408965;0.2570773933541908	-0.8157246903725818;4.4252496496957186e-06;0.8138333695061599	0.6212617871931678;-0.04282175640373935;-0.5567559761519691
NM_001259731	NM_001259731:s:7779853-7780445	0.6447218472702481;-0.644721779418626	0.027098988463598903;-0.027098943459138998	0.6176228588066491;-0.617622835959487
NM_001259764	NM_001259764:t:9342165-9343129	-0.02934345654609407;-0.37735847304050996;-0.1522632370921036;0.5686163584556564	0.02330362707084959;0.020139188189370036;-0.032022081078939814;-0.0446745995911185	-0.05264708361694366;-0.39749766122988;-0.12024115601316379;0.6132909580467749
NM_168038	NM_168038:s:3722156-3722522	0.5883439791034757;-0.5883440438127268	-0.024216562089946075;0.024216563969838067	0.6125605411934217;-0.6125606077825648
NM_001170091	NM_001170091:t:9013316-9013492	-0.4501167605103426;-0.013403777578125928;-0.008514239385288955;-0.0023985524791755824;0.5990719816666564	0.06672788512036854;0.003346562117615649;-0.045312360515615616;-0.003834955104736654;-0.012241186913245827	-0.5168446456307112;-0.01675033969574158;0.03679812113032666;0.0014364026255610715;0.6113131685799023
NM_001274071	NM_001274071:t:15522002-15522104	0.44172130288799494;-0.44172130373787777	-0.16869723053069122;0.1686971564061435	0.6104185334186861;-0.6104184601440212
NM_080122	NM_080122:s:18791301-18791459	-0.00026745059939361007;-0.0021211206622163995;-0.5954414201431373;0.5866584993071156	0.14934042614598694;-0.008575705686264472;-0.09728019453306216;-0.021816864111593892	-0.14960787674538056;0.006454585024048072;-0.49816122561007514;0.6084753634187094
NM_164840	NM_164840:t:8945358-8945895	-0.26915897038221964;0.14472631346879983;0.03142475730590022;0.00911433300003442	-0.13831902157299433;-0.40006868214047714;-0.060963749493231155;0.6159364342273707	-0.1308399488092253;0.544794995609277;0.09238850679913138;-0.6068221012273363
NM_001144537	NM_001144537:s:5335714-5336265	-0.00225337854669592;-0.43889381741900624;-0.07003854521326017;0.13131244043455886;0.018218892434258983;0.3457363676342796	0.228756847052071;0.06212810271605913;-0.021009082457208554;-0.023351131502066427;0.05409475354410107;-0.2600606311539133	-0.2310102255987669;-0.5010219201350654;-0.04902946275605161;0.15466357193662528;-0.03587586110984209;0.6057969987881929
NM_143364	NM_143364:s:28543244-28543664	-0.48156011376550045;0.48156006002313934	0.12354498456890073;-0.12354502907145143	-0.6051050983344012;0.6051050890945908
NM_166749	NM_166749:s:305016-305178	-0.5445149517277426;0.5445150072989606	0.05471744079782259;-0.0547173576841429	-0.5992323925255651;0.5992323649831035
NM_080712	NM_080712:t:21336775-21337059	-0.4148774695015721;0.07824909360256037;0.00045278226458487494;-0.008831163029061085;0.011126571842736702;0.2819436421001857	0.18319432927334484;-0.038416616857484154;3.672279829533486e-05;-0.011266894617671872;-0.007362304532688707;-0.09548263894051733	-0.5980717987749169;0.11666571046004452;0.00041605946628954006;0.002435731588610787;0.018488876375425407;0.377426281040703
NM_132041	NM_132041:s:5836041-5836155	-0.3310289097698492;0.3310288640013388	0.26691300902552695;-0.26691310432953763	-0.5979419187953762;0.5979419683308764
NM_206172	NM_206172:t:19468790-19469064	0.19142830493983987;-0.0004032359787593937;0.0002150020976881908;0.008064866820774985;0.04925692743770823;0.04744161165633753;0.03442085686668524;3.778803891335131e-07;0.05997032886493392;6.09160110115043e-07;-0.4348429582556771	-0.12821069688351777;5.2216248951854414e-05;1.0254893139646435e-06;0.00011101900465667251;0.062368733281603514;-1.2162698621610037e-05;-0.060352763196177314;5.880310483555633e-09;0.04481054433546672;6.351739960663856e-06;0.16079407626282205	0.31963900182335764;-0.0004554522277112481;0.00021397660837422613;0.007953847816118312;-0.013111805843895284;0.047453774354959136;0.09477362006286255;3.720000786499575e-07;0.015159784529467202;-5.742579850548813e-06;-0.5956370345184991
NM_001169239	NM_001169239:s:8597412-8597714	-0.25433442048057936;0.2543344806136854	0.33882578023901844;-0.3388257894916123	-0.5931602007195977;0.5931602701052977
NM_140053	NM_140053:s:9426223-9426677	0.7246184768777515;-0.7246184874525582	0.13146170147802;-0.13146171727650763	0.5931567753997316;-0.5931567701760505
NM_170632	NM_170632:s:9426223-9426758	0.7246184768777515;-0.7246184874525582	0.13146170147802;-0.13146171727650763	0.5931567753997316;-0.5931567701760505
NM_001299178	NM_001299178:t:20825272-20825512	-0.5346958531006522;-0.0040959426067265735;0.5458304297137307	-0.026307666434913723;0.06523067192743426;-0.04630736924997869	-0.5083881866657385;-0.06932661453416084;0.5921377989637094
NM_169634	NM_169634:s:15299277-15299347	-4.2070420461599035e-24;0.03607451857877715;-0.03610845721321225	-0.5242476535913275;0.003994115154152196;0.5517587688276626	0.5242476535913275;0.032080403424624954;-0.5878672260408748
NM_001169316	NM_001169316:s:17901769-17902089	-1.8517083021220933e-06;0.04542594140934734;0.37195843901570635;0.1139759609703029;-0.5215500386064248	-2.0071876014610293e-05;0.005318573727659988;-0.08122108944889112;0.05383015781974949;0.06588683858432944	1.82201677124882e-05;0.04010736768168735;0.45317952846459747;0.06014580315055341;-0.5874368771907542
NM_167331	NM_167331:s:12654700-12654969	0.021323463591487454;-0.3558657028946517;0.006541399965615719;2.229116758301349e-07;0.08143732336752231;0.14599634690915403	-0.01771221541014301;0.22937426050874904;0.014739158234155317;-8.359282553397155e-07;-0.02441803309802887;-0.11924340316612114	0.03903567900163046;-0.5852399634034007;-0.008197758268539598;1.0588399311698505e-06;0.10585535646555118;0.26523975007527517
